CustomerID,recency,frequency,monetary,cluster,segment
15264,64,2,848.4,2,Potential Customers
15265,151,4,3345.64,1,Loyal Customers
15266,338,5,852.21,1,Loyal Customers
15267,22,5,1717.36,2,Potential Customers
15268,478,3,961.9000000000001,1,Loyal Customers
15269,23,3,1225.3600000000001,2,Potential Customers
15270,15,21,8524.86,3,Champions
15271,7,24,4709.54,3,Champions
15272,57,6,2085.48,1,Loyal Customers
15273,599,1,228.96,0,At Risk
15274,4,2,716.57,2,Potential Customers
15275,37,1,615.14,2,Potential Customers
15276,66,4,649.53,2,Potential Customers
15277,46,2,476.34,2,Potential Customers
15278,561,4,496.15999999999997,0,At Risk
15279,354,5,1580.54,1,Loyal Customers
15280,172,3,406.21999999999997,0,At Risk
15281,58,16,8543.57,3,Champions
15282,570,1,348.59,0,At Risk
15283,390,3,148.33,0,At Risk
15284,500,1,24.75,0,At Risk
15285,407,1,94.92,0,At Risk
15286,49,1,240.55,2,Potential Customers
15287,22,5,856.03,2,Potential Customers
15288,43,10,3883.13,3,Champions
15289,29,5,1593.09,2,Potential Customers
15290,4,26,10496.28,3,Champions
15291,25,40,13846.56,3,Champions
15292,201,1,180.94,0,At Risk
15293,665,1,247.5,0,At Risk
15294,410,1,233.35,0,At Risk
15295,654,1,217.23999999999998,0,At Risk
15296,50,12,10342.83,3,Champions
15297,10,3,641.94,2,Potential Customers
15298,2,23,9459.37,3,Champions
15299,67,10,7991.54,3,Champions
15300,64,1,496.44,2,Potential Customers
15301,50,17,7603.4400000000005,3,Champions
15302,730,1,308.0,0,At Risk
15303,290,3,1224.18,1,Loyal Customers
15304,60,9,919.5500000000001,1,Loyal Customers
15305,555,1,93.6,0,At Risk
15306,64,9,3484.73,1,Loyal Customers
15307,95,1,205.3,0,At Risk
15308,274,1,310.47,0,At Risk
15309,610,4,797.96,1,Loyal Customers
15310,478,1,1634.64,0,At Risk
15311,0,208,116771.16,3,Champions
15312,75,12,2930.19,1,Loyal Customers
15313,110,1,52.0,0,At Risk
15314,199,3,820.4499999999999,1,Loyal Customers
15315,64,2,570.5,2,Potential Customers
15316,326,1,165.0,0,At Risk
15317,677,1,129.75,0,At Risk
15318,3,1,312.62,2,Potential Customers
15319,283,1,204.5,0,At Risk
15320,44,1,267.13,2,Potential Customers
15321,70,12,6709.7300000000005,3,Champions
15322,85,2,1390.86,1,Loyal Customers
15323,562,3,434.6,0,At Risk
15324,701,1,140.22000000000003,0,At Risk
15325,103,8,1602.01,1,Loyal Customers
15326,333,5,1700.52,1,Loyal Customers
15327,52,1,208.75,0,At Risk
15328,407,1,107.24,0,At Risk
15329,39,11,2984.33,3,Champions
15330,32,2,714.96,2,Potential Customers
15331,499,3,767.91,1,Loyal Customers
15332,366,6,6553.74,1,Loyal Customers
15333,208,1,1028.56,0,At Risk
15334,156,3,351.67,0,At Risk
15335,53,1,173.97,0,At Risk
15336,401,1,240.5,0,At Risk
15337,411,1,373.02,0,At Risk
15338,677,1,283.43,0,At Risk
15339,66,7,1827.84,1,Loyal Customers
15340,561,1,105.5,0,At Risk
15341,80,2,2402.7200000000003,1,Loyal Customers
15342,129,1,406.09,0,At Risk
15343,87,1,364.5,0,At Risk
15344,0,3,563.94,2,Potential Customers
15345,45,1,393.54,2,Potential Customers
15346,332,3,596.12,0,At Risk
15347,366,4,1363.6,1,Loyal Customers
15348,72,1,158.04,0,At Risk
15349,158,2,473.81,0,At Risk
15350,373,2,663.25,0,At Risk
15351,12,10,3738.29,3,Champions
15352,548,1,114.95,0,At Risk
15353,254,7,3175.95,1,Loyal Customers
15354,603,3,284.4,0,At Risk
15355,29,2,277.05,2,Potential Customers
15356,31,13,3464.95,3,Champions
15358,4,42,17050.41,3,Champions
15359,662,8,181.35,0,At Risk
15360,39,1,427.93,2,Potential Customers
15361,361,4,689.07,1,Loyal Customers
15362,448,2,613.08,0,At Risk
15363,372,2,1004.11,0,At Risk
15364,95,2,913.19,1,Loyal Customers
15365,25,13,4557.13,3,Champions
15366,75,7,2389.08,1,Loyal Customers
15367,57,11,5081.33,3,Champions
15368,21,2,722.74,2,Potential Customers
15369,492,11,6251.26,1,Loyal Customers
15370,40,8,3739.01,3,Champions
15371,662,1,59.400000000000006,0,At Risk
15372,137,8,6017.06,1,Loyal Customers
15373,8,17,3421.39,3,Champions
15374,128,2,307.32,0,At Risk
15375,690,1,60.959999999999994,0,At Risk
15376,40,3,1233.3600000000001,2,Potential Customers
15377,382,4,1211.75,1,Loyal Customers
15378,462,2,246.5,0,At Risk
15379,169,8,4877.84,1,Loyal Customers
15380,8,11,3479.0600000000004,3,Champions
15381,213,5,1890.5700000000002,1,Loyal Customers
15382,14,12,13733.550000000001,3,Champions
15384,169,4,2027.79,1,Loyal Customers
15385,40,3,942.08,2,Potential Customers
15386,186,1,394.14,0,At Risk
15387,492,1,468.65,0,At Risk
15388,270,1,140.54,0,At Risk
15389,172,5,2733.8,1,Loyal Customers
15390,396,2,1216.66,1,Loyal Customers
15391,584,1,289.87,0,At Risk
15392,4,7,2911.62,3,Champions
15393,16,5,891.34,2,Potential Customers
15394,9,11,5286.8,3,Champions
15395,325,1,107.45,0,At Risk
15396,112,2,796.38,1,Loyal Customers
15397,289,1,94.0,0,At Risk
15398,16,2,1345.53,2,Potential Customers
15399,1,3,815.77,2,Potential Customers
15400,92,8,1302.3,1,Loyal Customers
15401,452,2,216.95000000000002,0,At Risk
15402,148,6,1830.54,1,Loyal Customers
15403,491,2,170.88,0,At Risk
15404,375,1,257.06,0,At Risk
15405,189,2,659.84,0,At Risk
15406,31,4,975.87,2,Potential Customers
15407,33,4,1056.44,2,Potential Customers
15408,264,1,267.18,0,At Risk
15409,721,1,131.25,0,At Risk
15410,84,10,4685.72,1,Loyal Customers
15411,26,4,1358.88,2,Potential Customers
15412,171,1,190.53,0,At Risk
15413,691,5,6798.72,1,Loyal Customers
15414,9,3,774.9000000000001,2,Potential Customers
15415,313,1,572.8100000000001,0,At Risk
15416,64,7,4572.82,1,Loyal Customers
15417,85,1,508.8,0,At Risk
15418,425,2,452.32,0,At Risk
15419,24,1,135.86,2,Potential Customers
15420,434,6,743.0,1,Loyal Customers
15421,58,10,3805.34,3,Champions
15422,323,7,1619.97,1,Loyal Customers
15423,38,3,266.89,2,Potential Customers
15424,254,3,597.78,0,At Risk
15425,400,4,1944.57,1,Loyal Customers
15426,19,9,2615.39,3,Champions
15427,33,3,1483.14,2,Potential Customers
15428,15,4,762.75,2,Potential Customers
15429,26,2,397.35,2,Potential Customers
15430,467,2,954.75,0,At Risk
15431,502,1,153.24,0,At Risk
15432,23,2,320.76,2,Potential Customers
15433,213,2,533.3,0,At Risk
15434,8,11,2567.06,3,Champions
15435,22,1,149.29,2,Potential Customers
15436,12,3,1122.53,2,Potential Customers
15437,262,2,393.45,0,At Risk
15438,131,1,156.57999999999998,0,At Risk
15439,404,4,1269.05,1,Loyal Customers
15440,54,3,383.68,2,Potential Customers
15441,396,3,1254.21,1,Loyal Customers
15442,248,1,594.0,0,At Risk
15443,1,14,5175.93,3,Champions
15444,9,2,1418.26,2,Potential Customers
15445,264,2,284.5,0,At Risk
15446,376,3,406.95,0,At Risk
15447,330,5,492.88,1,Loyal Customers
15448,312,2,788.81,0,At Risk
15449,26,3,974.52,2,Potential Customers
15450,30,1,429.84,2,Potential Customers
15451,434,2,233.21,0,At Risk
15452,29,6,1799.1100000000001,1,Loyal Customers
15453,1,7,1388.37,2,Potential Customers
15454,362,2,307.69,0,At Risk
15455,597,1,38.25,0,At Risk
15456,283,10,2119.27,1,Loyal Customers
15457,262,1,237.07,0,At Risk
15458,25,2,370.43999999999994,2,Potential Customers
15459,417,2,202.82999999999998,0,At Risk
15460,354,1,216.76,0,At Risk
15461,460,2,429.7,0,At Risk
15462,94,4,737.05,1,Loyal Customers
15463,29,1,126.14,2,Potential Customers
15464,338,1,1048.85,0,At Risk
15465,19,32,12655.65,3,Champions
15466,85,4,1571.01,1,Loyal Customers
15467,9,3,524.88,2,Potential Customers
15468,51,3,1430.48,2,Potential Customers
15469,50,3,874.25,2,Potential Customers
15470,575,1,63.419999999999995,0,At Risk
15471,2,3,1316.56,2,Potential Customers
15472,113,1,371.56,0,At Risk
15473,14,8,2046.0,3,Champions
15474,595,1,163.1,0,At Risk
15475,77,1,454.10999999999996,0,At Risk
15476,380,4,2209.98,1,Loyal Customers
15477,649,1,368.4,0,At Risk
15478,40,3,2024.98,2,Potential Customers
15479,733,1,147.4,0,At Risk
15480,116,5,6279.0,1,Loyal Customers
15481,401,1,1993.34,1,Loyal Customers
15482,15,19,14592.56,3,Champions
15483,161,10,862.2,1,Loyal Customers
15484,1,6,4656.0,3,Champions
15485,30,7,5771.51,3,Champions
15486,527,1,102.0,0,At Risk
15487,679,1,231.32,0,At Risk
15488,92,5,431.92,1,Loyal Customers
15489,22,8,2419.61,3,Champions
15490,430,1,217.6,0,At Risk
15491,95,6,3100.09,1,Loyal Customers
15492,28,2,659.4599999999999,2,Potential Customers
15493,32,9,4314.9800000000005,3,Champions
15494,21,5,3780.05,3,Champions
15495,379,1,246.5,0,At Risk
15496,631,1,146.14000000000001,0,At Risk
15497,17,9,8657.39,3,Champions
15498,2,44,26039.58,3,Champions
15499,723,1,161.6,0,At Risk
15500,8,4,1131.56,2,Potential Customers
15501,404,2,402.5,0,At Risk
15502,15,14,13993.47,3,Champions
15503,362,2,267.15,0,At Risk
15504,81,4,423.85,2,Potential Customers
15505,52,5,3610.96,1,Loyal Customers
15506,22,6,2040.03,2,Potential Customers
15507,171,1,492.36,0,At Risk
15508,189,6,1000.27,1,Loyal Customers
15509,380,1,166.51,0,At Risk
15510,330,1,250.0,0,At Risk
15511,11,5,909.23,2,Potential Customers
15512,155,4,331.58,0,At Risk
15513,33,35,27750.55,3,Champions
15514,12,18,6598.55,3,Champions
15515,387,1,171.81,0,At Risk
15516,44,3,62.43,0,At Risk
15517,233,1,267.03,0,At Risk
15518,64,15,4218.94,3,Champions
15519,383,2,344.61,0,At Risk
15520,1,1,343.5,2,Potential Customers
15521,40,16,7106.69,3,Champions
15522,32,2,398.84,2,Potential Customers
15523,84,16,17359.99,3,Champions
15524,24,2,591.4,2,Potential Customers
15525,2,4,1295.7,2,Potential Customers
15526,33,2,148.44,2,Potential Customers
15527,18,23,5575.64,3,Champions
15528,254,1,229.33,0,At Risk
15529,22,12,5111.95,3,Champions
15530,21,5,1813.72,2,Potential Customers
15531,8,2,2007.44,2,Potential Customers
15532,25,10,3771.9,3,Champions
15533,19,3,807.57,2,Potential Customers
15534,725,1,162.25,0,At Risk
15535,173,6,1087.82,1,Loyal Customers
15536,409,1,259.09,0,At Risk
15537,163,1,110.92,0,At Risk
15538,537,6,3358.3999999999996,1,Loyal Customers
15539,7,1,538.46,2,Potential Customers
15540,11,2,460.68,2,Potential Customers
15541,114,1,85.13000000000001,0,At Risk
15542,512,3,918.45,1,Loyal Customers
15543,288,2,242.84,0,At Risk
15544,9,20,8162.43,3,Champions
15545,54,2,428.05,2,Potential Customers
15546,606,2,1079.1000000000001,0,At Risk
15547,7,26,10154.39,3,Champions
15548,595,1,158.09,0,At Risk
15549,77,8,2345.96,1,Loyal Customers
15550,4,12,2218.8,3,Champions
15551,36,7,1710.08,1,Loyal Customers
15552,217,2,252.52,0,At Risk
15553,60,1,437.23,2,Potential Customers
15554,277,1,217.2,0,At Risk
15555,12,36,12112.35,3,Champions
15556,24,1,279.77,2,Potential Customers
15557,28,1,473.65000000000003,2,Potential Customers
15558,639,1,214.13,0,At Risk
15559,568,1,1109.4,0,At Risk
15560,397,2,153.52,0,At Risk
15561,11,8,1934.3899999999999,3,Champions
15562,351,3,673.3800000000001,0,At Risk
15563,22,7,2867.0,3,Champions
15564,463,2,70.74000000000001,0,At Risk
15565,50,2,173.16,2,Potential Customers
15566,392,2,227.87,0,At Risk
15567,18,1,186.01,2,Potential Customers
15568,2,3,758.29,2,Potential Customers
15569,103,10,3586.35,1,Loyal Customers
15570,7,25,9311.04,3,Champions
15571,11,14,4051.63,3,Champions
15572,4,10,4068.67,3,Champions
15573,31,5,1207.18,2,Potential Customers
15574,177,6,1518.7,1,Loyal Customers
15575,619,1,30.1,0,At Risk
15576,37,1,940.6700000000001,2,Potential Customers
15577,151,5,397.98,1,Loyal Customers
15578,162,1,127.1,0,At Risk
15579,68,5,1302.5,1,Loyal Customers
15580,376,8,1381.19,1,Loyal Customers
15581,120,38,7794.59,3,Champions
15582,24,3,682.9100000000001,2,Potential Customers
15583,376,1,107.86,0,At Risk
15584,23,6,1277.5,2,Potential Customers
15585,176,1,455.3,0,At Risk
15586,592,3,1139.1,1,Loyal Customers
15587,50,7,1522.0800000000002,1,Loyal Customers
15588,677,1,579.6,0,At Risk
15589,255,3,478.53000000000003,0,At Risk
15590,382,5,1496.6,1,Loyal Customers
15591,582,3,217.9,0,At Risk
15592,46,1,388.58,2,Potential Customers
15593,70,1,199.8,0,At Risk
15594,15,5,1771.78,2,Potential Customers
15595,487,1,357.6,0,At Risk
15596,100,9,3130.04,1,Loyal Customers
15597,35,2,563.37,2,Potential Customers
15598,53,2,548.02,2,Potential Customers
15599,26,3,1250.06,2,Potential Customers
15600,428,4,1199.31,1,Loyal Customers
15601,11,30,14960.12,3,Champions
15602,8,16,3230.51,3,Champions
15603,78,2,88.48,0,At Risk
15604,52,1,216.39,0,At Risk
15605,36,9,1936.8,1,Loyal Customers
15606,61,17,5230.99,3,Champions
15607,336,9,1708.97,1,Loyal Customers
15608,28,5,1785.98,2,Potential Customers
15609,184,1,298.48,0,At Risk
15610,51,1,112.46000000000001,0,At Risk
15611,9,26,2997.28,3,Champions
15612,36,2,195.15,2,Potential Customers
15613,610,1,433.71999999999997,0,At Risk
15614,437,4,3147.36,1,Loyal Customers
15615,10,47,21373.97,3,Champions
15616,438,1,317.11,0,At Risk
15617,396,3,828.5500000000001,1,Loyal Customers
15618,32,4,776.851,2,Potential Customers
15619,10,1,336.40000000000003,2,Potential Customers
15620,56,4,1942.36,1,Loyal Customers
15621,4,4,1293.03,2,Potential Customers
15622,43,17,7852.61,3,Champions
15623,141,8,2437.05,1,Loyal Customers
15624,116,4,588.13,1,Loyal Customers
15625,103,9,3236.4,1,Loyal Customers
15626,74,3,1067.52,1,Loyal Customers
15627,457,2,566.9,0,At Risk
15628,4,17,5652.26,3,Champions
15629,450,4,2240.9,1,Loyal Customers
15630,45,3,1481.4,2,Potential Customers
15631,642,1,596.67,0,At Risk
15632,15,8,3285.31,3,Champions
15633,509,13,4352.46,1,Loyal Customers
15634,17,2,554.65,2,Potential Customers
15635,395,1,100.35,0,At Risk
15636,89,4,1444.58,1,Loyal Customers
15637,52,5,797.59,2,Potential Customers
15638,378,6,2265.2,1,Loyal Customers
15639,134,3,1065.08,1,Loyal Customers
15640,4,29,23957.58,3,Champions
15641,105,12,5345.55,1,Loyal Customers
15642,729,1,105.78000000000002,0,At Risk
15643,191,3,664.0,1,Loyal Customers
15644,166,4,813.0,1,Loyal Customers
15645,18,3,1055.17,2,Potential Customers
15646,157,5,974.61,1,Loyal Customers
15647,415,1,169.0,0,At Risk
15648,204,2,657.35,0,At Risk
15649,336,4,2170.35,1,Loyal Customers
15650,521,2,553.88,0,At Risk
15651,36,5,1259.06,2,Potential Customers
15652,91,5,1420.34,1,Loyal Customers
15653,92,2,877.4399999999999,2,Potential Customers
15654,9,2,922.53,2,Potential Customers
15655,243,1,560.67,0,At Risk
15656,45,4,748.5,2,Potential Customers
15657,22,1,30.0,0,At Risk
15658,190,8,2423.4700000000003,1,Loyal Customers
15659,43,3,532.49,2,Potential Customers
15660,25,15,2812.99,3,Champions
15661,317,8,1215.95,1,Loyal Customers
15662,661,2,283.73,0,At Risk
15663,106,1,138.14,0,At Risk
15664,50,4,1254.03,1,Loyal Customers
15665,168,5,4015.12,1,Loyal Customers
15666,472,2,632.9399999999999,0,At Risk
15667,39,1,301.32,2,Potential Customers
15668,217,1,76.32000000000001,0,At Risk
15669,40,4,684.34,2,Potential Customers
15670,296,2,325.2,0,At Risk
15671,18,7,2657.13,3,Champions
15672,725,1,45.300000000000004,0,At Risk
15673,88,9,6414.79,1,Loyal Customers
15674,73,13,6948.2300000000005,3,Champions
15675,81,4,542.04,1,Loyal Customers
15676,18,3,3435.76,2,Potential Customers
15677,49,3,1305.63,2,Potential Customers
15678,52,3,1893.89,1,Loyal Customers
15679,24,4,781.28,2,Potential Customers
15680,9,10,4507.58,3,Champions
15681,25,14,2989.7,3,Champions
15682,599,2,318.24,0,At Risk
15683,117,2,524.54,0,At Risk
15684,547,3,173.95,0,At Risk
15685,450,1,55.980000000000004,0,At Risk
15686,420,1,90.0,0,At Risk
15687,8,9,2993.1,3,Champions
15688,418,1,190.57,0,At Risk
15689,119,3,521.03,1,Loyal Customers
15690,4,2,239.76,2,Potential Customers
15691,252,4,571.3,1,Loyal Customers
15692,28,1,191.04,2,Potential Customers
15693,659,1,37.5,0,At Risk
15694,0,24,10810.81,3,Champions
15695,266,4,1131.04,1,Loyal Customers
15696,33,13,3906.57,3,Champions
15697,689,1,246.75,0,At Risk
15698,624,1,46.2,0,At Risk
15699,17,1,309.65,2,Potential Customers
15700,172,2,696.68,0,At Risk
15701,2,4,1542.14,2,Potential Customers
15702,476,2,140.39000000000001,0,At Risk
15703,264,1,211.5,0,At Risk
15704,140,6,3817.96,1,Loyal Customers
15705,201,1,143.1,0,At Risk
15706,63,4,1060.56,1,Loyal Customers
15707,35,4,945.58,2,Potential Customers
15708,40,9,4378.72,3,Champions
15709,283,2,327.85,0,At Risk
15710,417,1,898.87,0,At Risk
15711,556,2,420.25,0,At Risk
15712,9,12,3472.4100000000003,3,Champions
15713,143,4,1010.79,1,Loyal Customers
15714,11,5,784.8100000000001,2,Potential Customers
15715,555,5,658.02,1,Loyal Customers
15716,145,11,3056.81,1,Loyal Customers
15717,234,5,607.0,1,Loyal Customers
15718,540,1,293.79,0,At Risk
15719,32,31,10223.06,3,Champions
15720,24,2,741.92,2,Potential Customers
15721,11,1,507.08,2,Potential Customers
15722,35,11,5258.1,3,Champions
15723,364,4,947.65,1,Loyal Customers
15724,201,3,310.85,0,At Risk
15725,15,1,415.25,2,Potential Customers
15726,390,1,321.91,0,At Risk
15727,16,15,9445.51,3,Champions
15728,379,2,544.6,0,At Risk
15729,212,3,192.55,0,At Risk
15730,65,5,1726.58,1,Loyal Customers
15731,553,1,125.3,0,At Risk
15732,212,10,1682.07,1,Loyal Customers
15733,282,1,162.3,0,At Risk
15734,114,4,2263.3,1,Loyal Customers
15735,421,1,327.68,0,At Risk
15736,435,2,1815.72,1,Loyal Customers
15737,14,8,1205.1200000000001,2,Potential Customers
15738,18,41,13372.970000000001,3,Champions
15739,66,1,449.12,0,At Risk
15740,49,1,154.88,0,At Risk
15741,458,2,208.62,0,At Risk
15742,619,1,156.87,0,At Risk
15743,16,4,784.46,2,Potential Customers
15744,77,1,34.8,0,At Risk
15745,19,4,1094.59,2,Potential Customers
15746,134,1,196.88,0,At Risk
15747,12,9,2562.61,3,Champions
15748,40,3,614.7600000000001,2,Potential Customers
15749,235,3,44534.3,1,Loyal Customers
15750,2,18,6797.191,3,Champions
15751,460,11,1380.44,1,Loyal Customers
15752,39,9,4207.54,3,Champions
15753,304,1,79.2,0,At Risk
15754,51,9,3037.61,1,Loyal Customers
15755,10,17,5993.12,3,Champions
15756,61,4,532.96,2,Potential Customers
15757,65,6,2940.36,1,Loyal Customers
15758,24,1,205.25,2,Potential Customers
15759,218,7,830.9300000000001,1,Loyal Customers
15760,630,2,13916.34,1,Loyal Customers
15761,442,1,143.05,0,At Risk
15762,65,2,583.75,2,Potential Customers
15763,31,2,1086.92,2,Potential Customers
15764,88,8,4503.08,1,Loyal Customers
15765,666,1,370.63,0,At Risk
15766,64,3,831.06,2,Potential Customers
15768,115,34,15601.09,3,Champions
15769,7,46,88704.32,3,Champions
15770,612,1,321.45,0,At Risk
15771,604,3,1006.54,1,Loyal Customers
15772,418,1,280.88,0,At Risk
15773,5,2,774.52,2,Potential Customers
15774,68,6,1329.94,1,Loyal Customers
15775,245,2,150.5,0,At Risk
15776,133,1,241.62,0,At Risk
15777,241,7,1762.61,1,Loyal Customers
15778,431,1,307.95,0,At Risk
15779,463,2,124.08000000000001,0,At Risk
15780,183,3,475.28000000000003,0,At Risk
15781,25,3,345.46,2,Potential Customers
15782,9,4,4014.1,2,Potential Customers
15783,10,1,246.3,2,Potential Customers
15784,467,2,848.3299999999999,0,At Risk
15785,32,16,5969.93,3,Champions
15786,46,5,8514.82,1,Loyal Customers
15787,26,3,948.05,2,Potential Customers
15788,508,1,221.82999999999998,0,At Risk
15789,358,6,1962.01,1,Loyal Customers
15790,10,1,220.85,2,Potential Customers
15791,43,5,3608.34,1,Loyal Customers
15792,399,2,933.84,0,At Risk
15793,14,8,2399.57,3,Champions
15794,736,2,777.0,0,At Risk
15795,149,8,1979.8700000000001,1,Loyal Customers
15796,1,17,5175.83,3,Champions
15797,113,6,2821.08,1,Loyal Customers
15798,492,3,1535.37,1,Loyal Customers
15799,75,4,1424.29,1,Loyal Customers
15800,107,7,1242.58,1,Loyal Customers
15801,46,3,1063.95,2,Potential Customers
15802,142,1,451.42,0,At Risk
15803,51,4,1929.66,1,Loyal Customers
15804,0,13,4206.39,3,Champions
15805,23,30,10189.23,3,Champions
15806,46,3,784.58,2,Potential Customers
15807,50,5,1817.52,1,Loyal Customers
15808,306,21,18409.93,3,Champions
15809,36,7,1274.44,1,Loyal Customers
15810,78,8,2999.04,1,Loyal Customers
15811,22,7,3890.52,3,Champions
15812,107,12,5201.47,1,Loyal Customers
15813,207,2,1303.9099999999999,1,Loyal Customers
15814,16,6,2634.44,3,Champions
15815,63,5,2100.6,1,Loyal Customers
15816,542,2,144.14999999999998,0,At Risk
15817,420,3,2766.4,1,Loyal Customers
15818,588,1,340.5,0,At Risk
15819,49,10,3934.79,3,Champions
15820,319,1,206.98,0,At Risk
15821,44,2,570.96,2,Potential Customers
15822,3,6,1840.06,2,Potential Customers
15823,372,3,3897.17,1,Loyal Customers
15824,453,2,890.94,0,At Risk
15825,172,1,532.94,0,At Risk
15826,56,4,2598.28,1,Loyal Customers
15827,73,28,3794.07,3,Champions
15828,375,1,1108.82,0,At Risk
15829,99,2,636.14,2,Potential Customers
15830,37,1,576.0,2,Potential Customers
15831,58,3,801.76,2,Potential Customers
15832,254,1,836.79,0,At Risk
15833,737,1,80.4,0,At Risk
15834,70,7,3772.9900000000002,1,Loyal Customers
15835,44,4,954.09,2,Potential Customers
15836,50,1,137.37,0,At Risk
15837,64,2,777.01,2,Potential Customers
15838,11,34,74163.0,3,Champions
15839,33,3,1048.49,2,Potential Customers
15840,58,2,355.56,2,Potential Customers
15841,72,9,2742.41,1,Loyal Customers
15842,393,2,548.8,0,At Risk
15843,303,1,118.95000000000002,0,At Risk
15844,46,1,130.73999999999998,0,At Risk
15845,17,11,4426.28,3,Champions
15846,385,1,107.01,0,At Risk
15847,38,5,822.57,2,Potential Customers
15848,621,1,139.94,0,At Risk
15850,19,6,1058.72,2,Potential Customers
15851,526,1,109.73,0,At Risk
15852,186,3,257.26,0,At Risk
15853,51,1,110.8,0,At Risk
15854,4,21,5583.81,3,Champions
15855,136,6,1052.72,1,Loyal Customers
15856,4,52,34220.340000000004,3,Champions
15857,18,2,570.48,2,Potential Customers
15858,15,13,3960.37,3,Champions
15859,432,1,438.46,0,At Risk
15860,40,17,2505.21,3,Champions
15861,12,12,4401.79,3,Champions
15862,8,13,2928.29,3,Champions
15863,25,5,358.7,2,Potential Customers
15864,22,7,2180.76,3,Champions
15865,40,5,2248.92,1,Loyal Customers
15866,101,1,230.53,0,At Risk
15867,5,31,9063.95,3,Champions
15868,583,1,94.53,0,At Risk
15869,277,3,323.65999999999997,0,At Risk
15870,32,4,862.61,2,Potential Customers
15871,437,1,33.099999999999994,0,At Risk
15872,14,4,795.68,2,Potential Customers
15873,499,4,313.91999999999996,0,At Risk
15874,63,21,11284.76,3,Champions
15875,646,1,111.72,0,At Risk
15876,409,2,1449.1399999999999,1,Loyal Customers
15877,1,2,493.28,2,Potential Customers
15878,561,2,330.77,0,At Risk
15879,404,4,1157.3,1,Loyal Customers
15880,369,1,686.5600000000001,0,At Risk
15881,312,5,501.39000000000004,1,Loyal Customers
15882,198,8,1495.98,1,Loyal Customers
15883,2,2,396.48,2,Potential Customers
15884,432,2,249.70000000000002,0,At Risk
15885,92,15,1951.82,1,Loyal Customers
15886,60,4,1052.8700000000001,1,Loyal Customers
15887,406,3,1027.15,1,Loyal Customers
15888,80,3,429.16,2,Potential Customers
15889,156,8,1806.28,1,Loyal Customers
15890,394,5,535.65,1,Loyal Customers
15891,226,1,524.52,0,At Risk
15892,669,1,128.2,0,At Risk
15893,481,1,305.28000000000003,0,At Risk
15894,253,2,420.29,0,At Risk
15895,149,1,179.17,0,At Risk
15897,194,2,222.05,0,At Risk
15898,1,25,5596.31,3,Champions
15899,368,1,112.5,0,At Risk
15900,23,4,900.4,2,Potential Customers
15901,16,7,703.22,2,Potential Customers
15902,380,1,145.01,0,At Risk
15903,9,12,8939.84,3,Champions
15904,8,1,164.68,2,Potential Customers
15905,543,1,114.69,0,At Risk
15906,19,10,2555.64,3,Champions
15907,3,3,967.45,2,Potential Customers
15908,490,2,764.57,0,At Risk
15909,173,1,191.94,0,At Risk
15910,0,15,2681.8,3,Champions
15911,623,8,1702.34,1,Loyal Customers
15912,178,9,1074.7,1,Loyal Customers
15913,534,1,6.300000000000001,0,At Risk
15914,378,2,205.99,0,At Risk
15915,401,1,429.21,0,At Risk
15916,16,13,3427.17,3,Champions
15917,247,5,560.63,1,Loyal Customers
15918,190,3,582.88,1,Loyal Customers
15919,19,2,910.61,2,Potential Customers
15920,154,9,571.64,1,Loyal Customers
15921,172,4,802.11,1,Loyal Customers
15922,373,1,739.0,0,At Risk
15923,372,1,254.16,0,At Risk
15924,731,1,102.82,0,At Risk
15925,194,1,207.15,0,At Risk
15926,542,1,134.44,0,At Risk
15927,647,1,123.39,0,At Risk
15928,656,1,293.53,0,At Risk
15929,644,1,594.0,0,At Risk
15930,67,1,426.63,0,At Risk
15931,428,1,239.9,0,At Risk
15932,4,8,2495.87,3,Champions
15933,21,3,1107.46,2,Potential Customers
15934,417,2,2190.66,1,Loyal Customers
15935,239,2,416.86,0,At Risk
15936,379,2,282.79,0,At Risk
15937,64,1,145.35,0,At Risk
15938,112,9,734.81,1,Loyal Customers
15939,89,16,9060.39,3,Champions
15940,311,1,35.8,0,At Risk
15941,637,1,405.0,0,At Risk
15942,133,1,337.44,0,At Risk
15943,649,2,271.28999999999996,0,At Risk
15944,276,4,2164.24,1,Loyal Customers
15945,365,4,827.27,1,Loyal Customers
15946,502,3,2304.18,1,Loyal Customers
15947,82,1,1708.24,2,Potential Customers
15948,8,3,1509.0900000000001,2,Potential Customers
15949,16,2,364.72,2,Potential Customers
15950,31,10,7180.71,3,Champions
15951,8,3,1013.17,2,Potential Customers
15952,33,4,806.57,2,Potential Customers
15953,15,18,3669.5499999999997,3,Champions
15954,589,1,190.75,0,At Risk
15955,24,22,8658.36,3,Champions
15956,551,2,617.6,0,At Risk
15957,31,3,930.1,2,Potential Customers
15958,74,4,492.99,2,Potential Customers
15959,682,3,579.49,0,At Risk
15960,374,4,410.95,0,At Risk
15961,379,1,451.28999999999996,0,At Risk
15962,449,1,295.83,0,At Risk
15963,19,2,470.76,2,Potential Customers
15964,663,1,272.96000000000004,0,At Risk
15965,17,13,3013.09,3,Champions
15966,450,1,426.53000000000003,0,At Risk
15967,23,12,3041.6,3,Champions
15968,388,1,418.05,0,At Risk
15969,2,5,1127.05,2,Potential Customers
15970,303,2,1017.32,1,Loyal Customers
